hospital_id,department,department_code,hour,queue_length,people_ahead,doctors_available,patients_being_served,average_service_time,arrival_rate,service_rate,emergency_patients,waiting_time_minutes
1,Cardiology,CAR,11,9,7,2,2,13.6,11.0,8.85,1,54.5
1,Cardiology,CAR,12,13,11,2,2,13.6,5.0,8.85,0,77.8
1,Cardiology,CAR,13,10,8,2,2,13.6,4.0,8.85,0,53.2
1,Cardiology,CAR,14,13,11,2,2,13.6,8.0,8.85,0,74.6
1,Cardiology,CAR,15,11,9,2,2,13.6,8.0,8.85,1,71.6
1,Cardiology,CAR,16,6,4,2,2,13.6,7.0,8.85,0,33.7
1,Cardiology,CAR,17,6,4,2,2,13.6,5.0,8.85,0,26.5
1,Cardiology,CAR,18,10,8,2,2,13.6,4.0,8.85,1,63.7
1,Orthopaedics,ORT,8,17,16,1,1,12.9,8.0,4.66,0,150.0
1,Orthopaedics,ORT,9,21,20,1,1,12.9,7.0,4.66,0,150.0
1,Orthopaedics,ORT,10,13,12,1,1,12.9,5.0,4.66,1,150.0
1,Orthopaedics,ORT,11,14,13,1,1,12.9,7.0,4.66,1,150.0
1,Orthopaedics,ORT,12,17,16,1,1,12.9,6.0,4.66,0,150.0
1,Orthopaedics,ORT,13,16,15,1,1,12.9,6.0,4.66,0,150.0
1,Orthopaedics,ORT,14,16,15,1,1,12.9,9.0,4.66,0,150.0
1,Orthopaedics,ORT,15,14,13,1,1,12.9,6.0,4.66,0,150.0
1,Orthopaedics,ORT,16,13,12,1,1,12.9,6.0,4.66,1,150.0
1,Orthopaedics,ORT,17,12,11,1,1,12.9,4.0,4.66,0,138.4
1,Orthopaedics,ORT,18,18,17,1,1,12.9,9.0,4.66,1,150.0
1,Paediatrics,PED,8,10,9,1,1,10.2,8.0,5.87,1,97.4
1,Paediatrics,PED,9,18,17,1,1,10.2,9.0,5.87,0,150.0
1,Paediatrics,PED,10,13,12,1,1,10.2,8.0,5.87,0,122.4
1,Paediatrics,PED,11,13,12,1,1,10.2,9.0,5.87,0,117.9
1,Paediatrics,PED,12,17,16,1,1,10.2,6.0,5.87,0,150.0
1,Paediatrics,PED,13,20,19,1,1,10.2,5.0,5.87,0,150.0
1,Paediatrics,PED,14,14,13,1,1,10.2,12.0,5.87,1,138.8
1,Paediatrics,PED,15,16,15,1,1,10.2,8.0,5.87,0,149.5
1,Paediatrics,PED,16,19,18,1,1,10.2,10.0,5.87,0,150.0
1,Paediatrics,PED,17,4,3,1,1,10.2,4.0,5.87,0,31.5
1,Paediatrics,PED,18,18,17,1,1,10.2,5.0,5.87,0,150.0
1,Dermatology,DER,8,13,12,1,1,8.1,6.0,7.42,0,99.2
1,Dermatology,DER,9,13,12,1,1,8.1,8.0,7.42,0,95.5
1,Dermatology,DER,10,12,11,1,1,8.1,8.0,7.42,0,92.5
1,Dermatology,DER,11,17,16,1,1,8.1,8.0,7.42,0,132.2
1,Dermatology,DER,12,9,8,1,1,8.1,7.0,7.42,0,66.2
1,Dermatology,DER,13,9,8,1,1,8.1,4.0,7.42,1,68.7
1,Dermatology,DER,14,17,16,1,1,8.1,5.0,7.42,0,126.6
1,Dermatology,DER,15,21,20,1,1,8.1,9.0,7.42,0,150.0
1,Dermatology,DER,16,16,15,1,1,8.1,6.0,7.42,0,120.5
1,Dermatology,DER,17,11,10,1,1,8.1,7.0,7.42,0,82.8
1,Dermatology,DER,18,16,15,1,1,8.1,3.0,7.42,0,127.9
2,General Medicine,GEN,8,15,13,2,2,10.2,8.0,11.78,0,65.5
2,General Medicine,GEN,9,10,8,2,2,10.2,6.0,11.78,0,39.3
2,General Medicine,GEN,10,15,13,2,2,10.2,6.0,11.78,0,65.4
2,General Medicine,GEN,11,10,8,2,2,10.2,7.0,11.78,0,46.2
2,General Medicine,GEN,12,14,12,2,2,10.2,8.0,11.78,0,63.6
2,General Medicine,GEN,13,8,6,2,2,10.2,8.0,11.78,0,31.9
2,General Medicine,GEN,14,7,5,2,2,10.2,11.0,11.78,0,28.6
2,General Medicine,GEN,15,16,14,2,2,10.2,6.0,11.78,1,83.3
2,General Medicine,GEN,16,6,4,2,2,10.2,6.0,11.78,0,21.4
2,General Medicine,GEN,17,9,7,2,2,10.2,9.0,11.78,0,35.8
2,General Medicine,GEN,18,14,12,2,2,10.2,6.0,11.78,0,63.0
2,Cardiology,CAR,8,11,9,2,2,15.1,11.0,7.96,0,66.4
2,Cardiology,CAR,9,12,10,2,2,15.1,9.0,7.96,0,77.7
2,Cardiology,CAR,10,12,10,2,2,15.1,11.0,7.96,2,95.4
2,Cardiology,CAR,11,17,15,2,2,15.1,12.0,7.96,1,120.7
2,Cardiology,CAR,12,7,5,2,2,15.1,4.0,7.96,0,38.7
2,Cardiology,CAR,13,6,4,2,2,15.1,5.0,7.96,0,31.0
2,Cardiology,CAR,14,8,6,2,2,15.1,8.0,7.96,0,44.2
2,Cardiology,CAR,15,6,4,2,2,15.1,6.0,7.96,2,48.6
2,Cardiology,CAR,16,9,7,2,2,15.1,6.0,7.96,0,56.8
2,Cardiology,CAR,17,10,8,2,2,15.1,3.0,7.96,2,80.6
2,Cardiology,CAR,18,9,7,2,2,15.1,6.0,7.96,1,63.2
2,Orthopaedics,ORT,8,10,9,1,1,11.2,11.0,5.34,0,99.3
2,Orthopaedics,ORT,9,15,14,1,1,11.2,11.0,5.34,0,150.0
2,Orthopaedics,ORT,10,14,13,1,1,11.2,7.0,5.34,0,144.6
2,Orthopaedics,ORT,11,11,10,1,1,11.2,9.0,5.34,0,111.5
2,Orthopaedics,ORT,12,14,13,1,1,11.2,5.0,5.34,0,150.0
2,Orthopaedics,ORT,13,15,14,1,1,11.2,4.0,5.34,0,150.0
2,Orthopaedics,ORT,14,13,12,1,1,11.2,5.0,5.34,0,138.3
2,Orthopaedics,ORT,15,13,12,1,1,11.2,6.0,5.34,1,141.6
2,Orthopaedics,ORT,16,13,12,1,1,11.2,7.0,5.34,1,140.5
2,Orthopaedics,ORT,17,15,14,1,1,11.2,6.0,5.34,0,150.0
2,Orthopaedics,ORT,18,14,13,1,1,11.2,1.0,5.34,1,150.0
2,Paediatrics,PED,8,18,17,1,1,10.5,11.0,5.73,0,150.0
2,Paediatrics,PED,9,17,16,1,1,10.5,11.0,5.73,0,150.0
2,Paediatrics,PED,10,14,13,1,1,10.5,10.0,5.73,0,135.7
2,Paediatrics,PED,11,17,16,1,1,10.5,10.0,5.73,0,150.0
2,Paediatrics,PED,12,15,14,1,1,10.5,8.0,5.73,0,146.5
2,Paediatrics,PED,13,12,11,1,1,10.5,6.0,5.73,0,115.8
2,Paediatrics,PED,14,11,10,1,1,10.5,8.0,5.73,0,108.5
2,Paediatrics,PED,15,20,19,1,1,10.5,7.0,5.73,0,150.0
2,Paediatrics,PED,16,22,21,1,1,10.5,9.0,5.73,0,150.0
2,Paediatrics,PED,17,18,17,1,1,10.5,3.0,5.73,0,150.0
2,Paediatrics,PED,18,14,13,1,1,10.5,6.0,5.73,1,144.1
2,Dermatology,DER,8,12,11,1,1,8.2,7.0,7.31,0,90.6
2,Dermatology,DER,9,12,11,1,1,8.2,6.0,7.31,0,94.5
2,Dermatology,DER,10,16,15,1,1,8.2,4.0,7.31,0,122.7
2,Dermatology,DER,11,11,10,1,1,8.2,5.0,7.31,0,85.9
2,Dermatology,DER,12,17,16,1,1,8.2,4.0,7.31,0,132.4
2,Dermatology,DER,13,15,14,1,1,8.2,5.0,7.31,0,116.6
2,Dermatology,DER,14,9,8,1,1,8.2,8.0,7.31,1,70.3
2,Dermatology,DER,15,15,14,1,1,8.2,11.0,7.31,0,113.9
2,Dermatology,DER,16,11,10,1,1,8.2,8.0,7.31,0,87.1
2,Dermatology,DER,17,18,17,1,1,8.2,5.0,7.31,0,141.5
2,Dermatology,DER,18,15,14,1,1,8.2,6.0,7.31,0,111.4
1,General Medicine,GEN,8,11,9,2,2,9.7,10.0,12.42,0,44.5
1,General Medicine,GEN,9,10,8,2,2,9.7,14.0,12.42,1,42.5
1,General Medicine,GEN,10,14,12,2,2,9.7,10.0,12.42,0,59.6
1,General Medicine,GEN,11,16,14,2,2,9.7,11.0,12.42,0,67.7
1,General Medicine,GEN,12,12,10,2,2,9.7,3.0,12.42,0,47.6
1,General Medicine,GEN,13,12,10,2,2,9.7,6.0,12.42,0,49.5
1,General Medicine,GEN,14,12,10,2,2,9.7,5.0,12.42,0,48.5
1,General Medicine,GEN,15,13,11,2,2,9.7,7.0,12.42,1,57.2
1,General Medicine,GEN,16,13,11,2,2,9.7,8.0,12.42,0,55.0
1,General Medicine,GEN,17,10,8,2,2,9.7,7.0,12.42,0,43.4
1,General Medicine,GEN,18,10,8,2,2,9.7,6.0,12.42,0,39.2
1,Cardiology,CAR,8,11,9,2,2,15.2,11.0,7.91,0,72.0
1,Cardiology,CAR,9,12,10,2,2,15.2,14.0,7.91,1,87.5
1,Cardiology,CAR,10,11,9,2,2,15.2,8.0,7.91,0,65.4
1,Cardiology,CAR,11,4,2,2,2,15.2,10.0,7.91,1,25.7
1,Cardiology,CAR,12,8,6,2,2,15.2,4.0,7.91,0,44.4
1,Cardiology,CAR,13,9,7,2,2,15.2,6.0,7.91,2,68.5
1,Cardiology,CAR,14,13,11,2,2,15.2,6.0,7.91,0,88.7
1,Cardiology,CAR,15,11,9,2,2,15.2,5.0,7.91,1,72.3
1,Cardiology,CAR,16,10,8,2,2,15.2,6.0,7.91,2,84.0
1,Cardiology,CAR,17,12,10,2,2,15.2,5.0,7.91,0,76.6
1,Cardiology,CAR,18,14,12,2,2,15.2,4.0,7.91,1,98.2
1,Orthopaedics,ORT,8,11,10,1,1,12.0,7.0,5.01,1,127.8
1,Orthopaedics,ORT,9,17,16,1,1,12.0,5.0,5.01,0,150.0
1,Orthopaedics,ORT,10,12,11,1,1,12.0,5.0,5.01,1,140.1
1,Orthopaedics,ORT,11,14,13,1,1,12.0,10.0,5.01,0,150.0
1,Orthopaedics,ORT,12,18,17,1,1,12.0,5.0,5.01,1,150.0
1,Orthopaedics,ORT,13,12,11,1,1,12.0,8.0,5.01,0,135.1
1,Orthopaedics,ORT,14,12,11,1,1,12.0,7.0,5.01,1,137.6
1,Orthopaedics,ORT,15,16,15,1,1,12.0,8.0,5.01,1,150.0
1,Orthopaedics,ORT,16,11,10,1,1,12.0,10.0,5.01,0,116.3
1,Orthopaedics,ORT,17,17,16,1,1,12.0,10.0,5.01,0,150.0
1,Orthopaedics,ORT,18,22,21,1,1,12.0,7.0,5.01,0,150.0
1,Paediatrics,PED,8,16,15,1,1,9.6,13.0,6.25,0,142.8
1,Paediatrics,PED,9,14,13,1,1,9.6,7.0,6.25,0,128.6
1,Paediatrics,PED,10,13,12,1,1,9.6,10.0,6.25,0,111.5
1,Paediatrics,PED,11,16,15,1,1,9.6,10.0,6.25,0,150.0
1,Paediatrics,PED,12,12,11,1,1,9.6,4.0,6.25,0,108.6
1,Paediatrics,PED,13,14,13,1,1,9.6,4.0,6.25,2,133.0
1,Paediatrics,PED,14,15,14,1,1,9.6,7.0,6.25,0,132.8
1,Paediatrics,PED,15,20,19,1,1,9.6,9.0,6.25,0,150.0
1,Paediatrics,PED,16,16,15,1,1,9.6,4.0,6.25,0,145.2
1,Paediatrics,PED,17,17,16,1,1,9.6,7.0,6.25,0,150.0
1,Paediatrics,PED,18,18,17,1,1,9.6,4.0,6.25,0,150.0
1,Dermatology,DER,8,10,9,1,1,7.9,6.0,7.59,1,75.3
1,Dermatology,DER,9,16,15,1,1,7.9,8.0,7.59,0,120.2
1,Dermatology,DER,10,12,11,1,1,7.9,5.0,7.59,0,89.7
1,Dermatology,DER,11,14,13,1,1,7.9,4.0,7.59,0,101.8
1,Dermatology,DER,12,16,15,1,1,7.9,7.0,7.59,0,116.1
1,Dermatology,DER,13,14,13,1,1,7.9,4.0,7.59,0,103.5
1,Dermatology,DER,14,14,13,1,1,7.9,10.0,7.59,0,102.0
1,Dermatology,DER,15,13,12,1,1,7.9,8.0,7.59,0,93.5
1,Dermatology,DER,16,19,18,1,1,7.9,9.0,7.59,0,137.8
1,Dermatology,DER,17,12,11,1,1,7.9,3.0,7.59,0,87.9
1,Dermatology,DER,18,18,17,1,1,7.9,4.0,7.59,0,135.7
2,General Medicine,GEN,8,12,10,2,2,10.3,8.0,11.61,0,49.0
2,General Medicine,GEN,9,8,6,2,2,10.3,7.0,11.61,0,30.7
2,General Medicine,GEN,10,9,7,2,2,10.3,9.0,11.61,0,40.5
2,General Medicine,GEN,11,11,9,2,2,10.3,6.0,11.61,0,47.8
2,General Medicine,GEN,12,14,12,2,2,10.3,6.0,11.61,0,63.4
2,General Medicine,GEN,13,12,10,2,2,10.3,6.0,11.61,0,51.0
2,General Medicine,GEN,14,13,11,2,2,10.3,8.0,11.61,2,71.2
2,General Medicine,GEN,15,10,8,2,2,10.3,8.0,11.61,0,40.5
2,General Medicine,GEN,16,11,9,2,2,10.3,6.0,11.61,0,44.2
2,General Medicine,GEN,17,13,11,2,2,10.3,4.0,11.61,1,64.8
2,General Medicine,GEN,18,6,4,2,2,10.3,6.0,11.61,1,26.1
2,Cardiology,CAR,8,12,10,2,2,15.4,10.0,7.78,1,87.6
2,Cardiology,CAR,9,9,7,2,2,15.4,12.0,7.78,0,59.3
2,Cardiology,CAR,10,14,12,2,2,15.4,11.0,7.78,0,90.7
2,Cardiology,CAR,11,12,10,2,2,15.4,7.0,7.78,0,78.5
2,Cardiology,CAR,12,14,12,2,2,15.4,8.0,7.78,1,100.2
2,Cardiology,CAR,13,12,10,2,2,15.4,6.0,7.78,0,80.1
2,Cardiology,CAR,14,12,10,2,2,15.4,8.0,7.78,0,82.4
2,Cardiology,CAR,15,8,6,2,2,15.4,6.0,7.78,1,54.1
2,Cardiology,CAR,16,10,8,2,2,15.4,9.0,7.78,1,72.4
2,Cardiology,CAR,17,15,13,2,2,15.4,6.0,7.78,1,108.1
2,Cardiology,CAR,18,6,4,2,2,15.4,2.0,7.78,0,32.6
2,Orthopaedics,ORT,8,14,13,1,1,11.5,10.0,5.2,0,150.0
2,Orthopaedics,ORT,9,15,14,1,1,11.5,10.0,5.2,0,150.0
2,Orthopaedics,ORT,10,15,14,1,1,11.5,9.0,5.2,0,150.0
2,Orthopaedics,ORT,11,14,13,1,1,11.5,7.0,5.2,1,150.0
2,Orthopaedics,ORT,12,18,17,1,1,11.5,3.0,5.2,0,150.0
2,Orthopaedics,ORT,13,10,9,1,1,11.5,7.0,5.2,0,103.8
2,Orthopaedics,ORT,14,17,16,1,1,11.5,7.0,5.2,0,150.0
2,Orthopaedics,ORT,15,10,9,1,1,11.5,6.0,5.2,0,105.6
2,Orthopaedics,ORT,16,10,9,1,1,11.5,6.0,5.2,2,118.3
2,Orthopaedics,ORT,17,12,11,1,1,11.5,8.0,5.2,0,126.4
2,Orthopaedics,ORT,18,12,11,1,1,11.5,6.0,5.2,0,129.6
2,Paediatrics,PED,8,14,13,1,1,9.8,7.0,6.12,0,130.1
2,Paediatrics,PED,9,15,14,1,1,9.8,8.0,6.12,0,138.6
2,Paediatrics,PED,10,16,15,1,1,9.8,10.0,6.12,1,150.0
2,Paediatrics,PED,11,8,7,1,1,9.8,11.0,6.12,1,72.4
2,Paediatrics,PED,12,6,5,1,1,9.8,5.0,6.12,1,51.8
2,Paediatrics,PED,13,15,14,1,1,9.8,5.0,6.12,0,137.9
2,Paediatrics,PED,14,15,14,1,1,9.8,10.0,6.12,0,135.2
2,Paediatrics,PED,15,20,19,1,1,9.8,9.0,6.12,0,150.0
2,Paediatrics,PED,16,19,18,1,1,9.8,10.0,6.12,1,150.0
2,Paediatrics,PED,17,17,16,1,1,9.8,4.0,6.12,0,150.0
2,Paediatrics,PED,18,13,12,1,1,9.8,4.0,6.12,0,116.4
2,Dermatology,DER,8,14,13,1,1,8.5,6.0,7.08,0,107.7
2,Dermatology,DER,9,15,14,1,1,8.5,4.0,7.08,1,124.6
2,Dermatology,DER,10,17,16,1,1,8.5,6.0,7.08,1,141.8
2,Dermatology,DER,11,11,10,1,1,8.5,6.0,7.08,0,84.1
2,Dermatology,DER,12,15,14,1,1,8.5,7.0,7.08,0,116.6
2,Dermatology,DER,13,23,22,1,1,8.5,8.0,7.08,2,150.0
2,Dermatology,DER,14,15,14,1,1,8.5,9.0,7.08,0,113.7
2,Dermatology,DER,15,13,12,1,1,8.5,12.0,7.08,0,103.7
2,Dermatology,DER,16,15,14,1,1,8.5,9.0,7.08,0,122.1
2,Dermatology,DER,17,9,8,1,1,8.5,4.0,7.08,0,63.1
2,Dermatology,DER,18,13,12,1,1,8.5,7.0,7.08,0,102.8
1,General Medicine,GEN,8,9,7,2,2,10.9,8.0,11.02,2,49.9
1,General Medicine,GEN,9,11,9,2,2,10.9,13.0,11.02,0,49.9
1,General Medicine,GEN,10,11,9,2,2,10.9,9.0,11.02,0,45.4
1,General Medicine,GEN,11,8,6,2,2,10.9,11.0,11.02,1,37.4
1,General Medicine,GEN,12,4,2,2,2,10.9,5.0,11.02,0,10.0
1,General Medicine,GEN,13,15,13,2,2,10.9,8.0,11.02,0,67.8
1,General Medicine,GEN,14,12,10,2,2,10.9,9.0,11.02,1,60.2
1,General Medicine,GEN,15,17,15,2,2,10.9,10.0,11.02,0,81.7
1,General Medicine,GEN,16,11,9,2,2,10.9,8.0,11.02,0,45.3
1,General Medicine,GEN,17,6,4,2,2,10.9,4.0,11.02,1,31.9
1,General Medicine,GEN,18,10,8,2,2,10.9,6.0,11.02,0,42.7
1,Cardiology,CAR,8,17,15,2,2,14.8,16.0,8.09,0,111.7
1,Cardiology,CAR,9,6,4,2,2,14.8,8.0,8.09,2,47.3
1,Cardiology,CAR,10,8,6,2,2,14.8,10.0,8.09,0,39.2
1,Cardiology,CAR,11,8,6,2,2,14.8,7.0,8.09,0,46.8
1,Cardiology,CAR,12,9,7,2,2,14.8,6.0,8.09,0,52.6
1,Cardiology,CAR,13,11,9,2,2,14.8,3.0,8.09,2,82.6
1,Cardiology,CAR,14,8,6,2,2,14.8,7.0,8.09,0,45.5
1,Cardiology,CAR,15,9,7,2,2,14.8,9.0,8.09,0,49.7
1,Cardiology,CAR,16,9,7,2,2,14.8,7.0,8.09,1,66.2
1,Cardiology,CAR,17,10,8,2,2,14.8,5.0,8.09,1,69.7
1,Cardiology,CAR,18,9,7,2,2,14.8,5.0,8.09,1,56.2
1,Orthopaedics,ORT,8,14,13,1,1,11.5,11.0,5.23,0,148.6
1,Orthopaedics,ORT,9,14,13,1,1,11.5,7.0,5.23,0,149.2
1,Orthopaedics,ORT,10,20,19,1,1,11.5,11.0,5.23,1,150.0
1,Orthopaedics,ORT,11,15,14,1,1,11.5,11.0,5.23,0,150.0
1,Orthopaedics,ORT,12,12,11,1,1,11.5,6.0,5.23,0,126.1
1,Orthopaedics,ORT,13,18,17,1,1,11.5,4.0,5.23,0,150.0
1,Orthopaedics,ORT,14,16,15,1,1,11.5,7.0,5.23,0,150.0
1,Orthopaedics,ORT,15,17,16,1,1,11.5,8.0,5.23,0,150.0
1,Orthopaedics,ORT,16,14,13,1,1,11.5,10.0,5.23,0,148.5
1,Orthopaedics,ORT,17,13,12,1,1,11.5,6.0,5.23,0,136.3
1,Orthopaedics,ORT,18,11,10,1,1,11.5,6.0,5.23,0,113.6
1,Paediatrics,PED,8,14,13,1,1,10.3,10.0,5.81,0,136.9
1,Paediatrics,PED,9,21,20,1,1,10.3,13.0,5.81,0,150.0
1,Paediatrics,PED,10,12,11,1,1,10.3,6.0,5.81,0,116.5
1,Paediatrics,PED,11,16,15,1,1,10.3,11.0,5.81,0,150.0
1,Paediatrics,PED,12,8,7,1,1,10.3,5.0,5.81,0,70.6
1,Paediatrics,PED,13,11,10,1,1,10.3,6.0,5.81,1,109.1
1,Paediatrics,PED,14,10,9,1,1,10.3,8.0,5.81,0,93.5
1,Paediatrics,PED,15,13,12,1,1,10.3,8.0,5.81,0,127.3
1,Paediatrics,PED,16,11,10,1,1,10.3,6.0,5.81,0,105.6
1,Paediatrics,PED,17,15,14,1,1,10.3,6.0,5.81,1,150.0
1,Paediatrics,PED,18,11,10,1,1,10.3,4.0,5.81,0,102.5
1,Dermatology,DER,8,16,15,1,1,8.0,6.0,7.51,0,119.5
1,Dermatology,DER,9,8,7,1,1,8.0,6.0,7.51,0,61.4
1,Dermatology,DER,10,13,12,1,1,8.0,6.0,7.51,0,95.8
1,Dermatology,DER,11,12,11,1,1,8.0,5.0,7.51,0,90.7
1,Dermatology,DER,12,15,14,1,1,8.0,8.0,7.51,0,111.3
1,Dermatology,DER,13,12,11,1,1,8.0,10.0,7.51,0,88.9
1,Dermatology,DER,14,14,13,1,1,8.0,9.0,7.51,0,103.1
1,Dermatology,DER,15,14,13,1,1,8.0,10.0,7.51,0,102.3
1,Dermatology,DER,16,19,18,1,1,8.0,8.0,7.51,0,140.8
1,Dermatology,DER,17,13,12,1,1,8.0,5.0,7.51,1,96.6
1,Dermatology,DER,18,8,7,1,1,8.0,3.0,7.51,0,51.9
2,General Medicine,GEN,8,8,6,2,2,10.5,11.0,11.4,0,32.7
2,General Medicine,GEN,9,12,10,2,2,10.5,9.0,11.4,0,53.9
2,General Medicine,GEN,10,8,6,2,2,10.5,9.0,11.4,0,32.6
2,General Medicine,GEN,11,12,10,2,2,10.5,11.0,11.4,0,54.8
2,General Medicine,GEN,12,8,6,2,2,10.5,6.0,11.4,0,30.5
2,General Medicine,GEN,13,4,2,2,2,10.5,4.0,11.4,0,11.1
2,General Medicine,GEN,14,10,8,2,2,10.5,11.0,11.4,0,42.1
2,General Medicine,GEN,15,13,11,2,2,10.5,12.0,11.4,1,66.0
2,General Medicine,GEN,16,10,8,2,2,10.5,9.0,11.4,0,45.6
2,General Medicine,GEN,17,9,7,2,2,10.5,7.0,11.4,0,39.9
2,General Medicine,GEN,18,15,13,2,2,10.5,6.0,11.4,0,69.7
2,Cardiology,CAR,8,10,8,2,2,15.6,9.0,7.68,0,60.1
2,Cardiology,CAR,9,10,8,2,2,15.6,10.0,7.68,1,75.3
2,Cardiology,CAR,10,11,9,2,2,15.6,10.0,7.68,2,89.5
2,Cardiology,CAR,11,16,14,2,2,15.6,12.0,7.68,1,117.7
2,Cardiology,CAR,12,11,9,2,2,15.6,6.0,7.68,0,67.5
2,Cardiology,CAR,13,13,11,2,2,15.6,5.0,7.68,0,82.9
2,Cardiology,CAR,14,9,7,2,2,15.6,9.0,7.68,1,65.9
2,Cardiology,CAR,15,12,10,2,2,15.6,8.0,7.68,0,76.1
2,Cardiology,CAR,16,11,9,2,2,15.6,10.0,7.68,0,71.6
2,Cardiology,CAR,17,12,10,2,2,15.6,7.0,7.68,0,79.7
2,Cardiology,CAR,18,9,7,2,2,15.6,6.0,7.68,0,53.8
2,Orthopaedics,ORT,8,11,10,1,1,11.5,6.0,5.21,0,113.1
2,Orthopaedics,ORT,9,12,11,1,1,11.5,7.0,5.21,0,126.2
2,Orthopaedics,ORT,10,14,13,1,1,11.5,8.0,5.21,1,150.0
2,Orthopaedics,ORT,11,16,15,1,1,11.5,6.0,5.21,0,150.0
2,Orthopaedics,ORT,12,10,9,1,1,11.5,6.0,5.21,0,105.1
2,Orthopaedics,ORT,13,14,13,1,1,11.5,9.0,5.21,1,150.0
2,Orthopaedics,ORT,14,8,7,1,1,11.5,8.0,5.21,0,75.6
2,Orthopaedics,ORT,15,14,13,1,1,11.5,7.0,5.21,0,150.0
2,Orthopaedics,ORT,16,11,10,1,1,11.5,7.0,5.21,0,115.6
2,Orthopaedics,ORT,17,8,7,1,1,11.5,4.0,5.21,0,84.5
2,Orthopaedics,ORT,18,11,10,1,1,11.5,6.0,5.21,0,116.7
2,Paediatrics,PED,8,21,20,1,1,10.2,8.0,5.9,0,150.0
2,Paediatrics,PED,9,17,16,1,1,10.2,10.0,5.9,0,150.0
2,Paediatrics,PED,10,14,13,1,1,10.2,11.0,5.9,2,147.8
2,Paediatrics,PED,11,24,23,1,1,10.2,10.0,5.9,0,150.0
2,Paediatrics,PED,12,12,11,1,1,10.2,5.0,5.9,0,114.6
2,Paediatrics,PED,13,14,13,1,1,10.2,6.0,5.9,0,131.0
2,Paediatrics,PED,14,15,14,1,1,10.2,11.0,5.9,0,136.5
2,Paediatrics,PED,15,10,9,1,1,10.2,8.0,5.9,0,93.9
2,Paediatrics,PED,16,16,15,1,1,10.2,9.0,5.9,0,150.0
2,Paediatrics,PED,17,9,8,1,1,10.2,5.0,5.9,0,81.0
2,Paediatrics,PED,18,13,12,1,1,10.2,6.0,5.9,0,120.8
2,Dermatology,DER,8,8,7,1,1,7.8,5.0,7.74,1,59.8
2,Dermatology,DER,9,13,12,1,1,7.8,10.0,7.74,0,92.3
2,Dermatology,DER,10,16,15,1,1,7.8,2.0,7.74,0,120.9
2,Dermatology,DER,11,17,16,1,1,7.8,7.0,7.74,0,122.9
2,Dermatology,DER,12,8,7,1,1,7.8,5.0,7.74,0,55.3
2,Dermatology,DER,13,18,17,1,1,7.8,7.0,7.74,0,127.6
2,Dermatology,DER,14,13,12,1,1,7.8,8.0,7.74,0,90.2
2,Dermatology,DER,15,12,11,1,1,7.8,9.0,7.74,0,84.6
2,Dermatology,DER,16,11,10,1,1,7.8,8.0,7.74,0,78.4
2,Dermatology,DER,17,14,13,1,1,7.8,5.0,7.74,0,101.2
2,Dermatology,DER,18,15,14,1,1,7.8,6.0,7.74,0,104.1
1,General Medicine,GEN,8,4,2,2,2,9.3,7.0,12.85,0,10.7
1,General Medicine,GEN,9,9,7,2,2,9.3,9.0,12.85,0,31.0
1,General Medicine,GEN,10,15,13,2,2,9.3,10.0,12.85,1,69.2
1,General Medicine,GEN,11,14,12,2,2,9.3,11.0,12.85,1,59.7
1,General Medicine,GEN,12,10,8,2,2,9.3,5.0,12.85,0,39.6
1,General Medicine,GEN,13,11,9,2,2,9.3,4.0,12.85,0,42.8
1,General Medicine,GEN,14,10,8,2,2,9.3,8.0,12.85,0,38.4
1,General Medicine,GEN,15,8,6,2,2,9.3,6.0,12.85,0,28.6
1,General Medicine,GEN,16,11,9,2,2,9.3,8.0,12.85,0,44.6
1,General Medicine,GEN,17,8,6,2,2,9.3,6.0,12.85,0,27.9
1,General Medicine,GEN,18,9,7,2,2,9.3,3.0,12.85,0,27.9
1,Cardiology,CAR,8,9,7,2,2,14.5,11.0,8.3,2,66.9
1,Cardiology,CAR,9,10,8,2,2,14.5,8.0,8.3,2,75.0
1,Cardiology,CAR,10,12,10,2,2,14.5,9.0,8.3,0,72.0
1,Cardiology,CAR,11,9,7,2,2,14.5,11.0,8.3,0,51.3
1,Cardiology,CAR,12,12,10,2,2,14.5,6.0,8.3,0,68.6
1,Cardiology,CAR,13,11,9,2,2,14.5,7.0,8.3,0,64.9
1,Cardiology,CAR,14,11,9,2,2,14.5,9.0,8.3,1,77.8
1,Cardiology,CAR,15,10,8,2,2,14.5,9.0,8.3,0,51.2
1,Cardiology,CAR,16,7,5,2,2,14.5,10.0,8.3,0,34.6
1,Cardiology,CAR,17,13,11,2,2,14.5,9.0,8.3,1,90.7
1,Cardiology,CAR,18,12,10,2,2,14.5,4.0,8.3,0,71.1
1,Orthopaedics,ORT,8,16,15,1,1,12.0,10.0,5.0,1,150.0
1,Orthopaedics,ORT,9,16,15,1,1,12.0,6.0,5.0,0,150.0
1,Orthopaedics,ORT,10,9,8,1,1,12.0,7.0,5.0,0,95.4
1,Orthopaedics,ORT,11,12,11,1,1,12.0,9.0,5.0,0,138.8
1,Orthopaedics,ORT,12,10,9,1,1,12.0,3.0,5.0,0,109.5
1,Orthopaedics,ORT,13,15,14,1,1,12.0,4.0,5.0,0,150.0
1,Orthopaedics,ORT,14,17,16,1,1,12.0,6.0,5.0,0,150.0
1,Orthopaedics,ORT,15,14,13,1,1,12.0,5.0,5.0,0,150.0
